pressure_alt_ft,oat_c,weight_lb,value
14000,-20,4500,1720
14000,-20,5000,1455
14000,-20,5500,1230
14000,-20,6000,1026
14000,-10,4500,1423
14000,-10,5000,1187
14000,-10,5500,982
14000,-10,6000,783
14000,0,4500,924
14000,0,5000,738
14000,0,5500,564
14000,0,6000,389
16000,-54,4500,1629
16000,-54,5000,1362
16000,-54,5500,1134
16000,-54,6000,918
16000,-50,4500,1614
16000,-50,5000,1349
16000,-50,5500,1123
16000,-50,6000,910
16000,-40,4500,1576
16000,-40,5000,1318
16000,-40,5500,1097
16000,-40,6000,888
16000,-30,4500,1539
16000,-30,5000,1287
16000,-30,5500,1071
16000,-30,6000,867
16000,-20,4500,1505
16000,-20,5000,1258
16000,-20,5500,1047
16000,-20,6000,847
16000,-10,4500,1096
16000,-10,5000,889
16000,-10,5500,698
16000,-10,6000,508
16000,0,4500,633
16000,0,5000,469
16000,0,5500,304
16000,0,6000,138
18000,-54,4500,1399
18000,-54,5000,1152
18000,-54,5500,937
18000,-54,6000,732
18000,-50,4500,1385
18000,-50,5000,1140
18000,-50,5500,928
18000,-50,6000,724
18000,-40,4500,1352
18000,-40,5000,1113
18000,-40,5500,905
18000,-40,6000,706
18000,-30,4500,1321
18000,-30,5000,1087
18000,-30,5500,884
18000,-30,6000,690
18000,-20,4500,1291
18000,-20,5000,1062
18000,-20,5500,863
18000,-20,6000,671
18000,-10,4500,784
18000,-10,5000,603
18000,-10,5500,423
18000,-10,6000,248
20000,-54,4500,1168
20000,-54,5000,940
20000,-54,5500,737
20000,-54,6000,540
20000,-50,4500,1156
20000,-50,5000,931
20000,-50,5500,730
20000,-50,6000,535
20000,-40,4500,1129
20000,-40,5000,909
20000,-40,5500,712
20000,-40,6000,522
20000,-30,4500,1103
20000,-30,5000,888
20000,-30,5500,696
20000,-30,6000,510
20000,-20,4500,944
20000,-20,5000,746
20000,-20,5500,561
20000,-20,6000,379
22000,-56,4500,955
22000,-56,5000,745
22000,-56,5500,554
22000,-56,6000,361
22000,-50,4500,941
22000,-50,5000,734
22000,-50,5500,546
22000,-50,6000,356
22000,-40,4500,918
22000,-40,5000,716
22000,-40,5500,532
22000,-40,6000,347
22000,-30,4500,896
22000,-30,5000,699
22000,-30,5500,520
22000,-30,6000,338
22000,-20,4500,601
22000,-20,5000,431
22000,-20,5500,263
22000,-20,6000,93
24000,-58,4500,741
24000,-58,5000,547
24000,-58,5500,365
24000,-58,6000,178
24000,-50,4500,726
24000,-50,5000,537
24000,-50,5500,358
24000,-50,6000,175
24000,-40,4500,708
24000,-40,5000,523
24000,-40,5500,349
24000,-40,6000,170
24000,-30,4500,690
24000,-30,5000,510
24000,-30,5500,340
24000,-30,6000,166
