pressure_alt_ft,oat_c,weight_lb,value
14000,-10,4500,1423
14000,-10,5000,1187
14000,-10,5500,982
14000,-10,6000,783
14000,0,4500,924
14000,0,5000,738
14000,0,5500,564
14000,0,6000,389
16000,-54,4500,1655
16000,-54,5000,1385
16000,-54,5500,1155
16000,-54,6000,936
16000,-50,4500,1639
16000,-50,5000,1372
16000,-50,5500,1143
16000,-50,6000,927
16000,-40,4500,1601
16000,-40,5000,1340
16000,-40,5500,1117
16000,-40,6000,905
16000,-30,4500,1564
16000,-30,5000,1309
16000,-30,5500,1091
16000,-30,6000,884
16000,-20,4500,1529
16000,-20,5000,1280
16000,-20,5500,1066
16000,-20,6000,863
16000,-10,4500,1096
16000,-10,5000,889
16000,-10,5500,698
16000,-10,6000,508
16000,0,4500,633
16000,0,5000,469
16000,0,5500,304
16000,0,6000,138
18000,-54,4500,1462
18000,-54,5000,1208
18000,-54,5500,988
18000,-54,6000,779
18000,-50,4500,1447
18000,-50,5000,1196
18000,-50,5500,979
18000,-50,6000,771
18000,-40,4500,1412
18000,-40,5000,1167
18000,-40,5500,955
18000,-40,6000,752
18000,-30,4500,1380
18000,-30,5000,1140
18000,-30,5500,932
18000,-30,6000,734
18000,-20,4500,1301
18000,-20,5000,1071
18000,-20,5500,867
18000,-20,6000,671
18000,-10,4500,784
18000,-10,5000,603
18000,-10,5500,423
18000,-10,6000,248
20000,-54,4500,1269
20000,-54,5000,1031
20000,-54,5500,820
20000,-54,6000,616
20000,-50,4500,1256
20000,-50,5000,1021
20000,-50,5500,812
20000,-50,6000,610
20000,-40,4500,1225
20000,-40,5000,995
20000,-40,5500,792
20000,-40,6000,594
20000,-30,4500,1196
20000,-30,5000,972
20000,-30,5500,773
20000,-30,6000,580
20000,-20,4500,944
20000,-20,5000,746
20000,-20,5500,561
20000,-20,6000,379
22000,-56,4500,1109
22000,-56,5000,883
22000,-56,5500,681
22000,-56,6000,480
22000,-50,4500,1091
22000,-50,5000,869
22000,-50,5500,669
22000,-50,6000,470
22000,-40,4500,1060
22000,-40,5000,844
22000,-40,5500,649
22000,-40,6000,455
22000,-30,4500,1031
22000,-30,5000,820
22000,-30,5500,631
22000,-30,6000,442
22000,-20,4500,601
22000,-20,5000,431
22000,-20,5500,264
22000,-20,6000,93
24000,-58,4500,912
24000,-58,5000,703
24000,-58,5500,511
24000,-58,6000,316
24000,-50,4500,893
24000,-50,5000,688
24000,-50,5500,500
24000,-50,6000,308
24000,-40,4500,868
24000,-40,5000,668
24000,-40,5500,485
24000,-40,6000,299
24000,-30,4500,828
24000,-30,5000,635
24000,-30,5500,451
24000,-30,6000,255
26000,-59,4500,683
26000,-59,5000,493
26000,-59,5500,312
26000,-59,6000,131
26000,-50,4500,666
26000,-50,5000,480
26000,-50,5500,303
26000,-50,6000,127
26000,-40,4500,648
26000,-40,5000,467
26000,-40,5500,294
26000,-40,6000,121
